date,crisis_probability,regime
1011,0.9999999759742373,1
1012,0.9999997690601823,1
1013,0.999999301852688,1
1014,0.9999992572166619,1
1015,0.9999999054576519,1
1016,0.9999999832831195,1
1017,0.9999892332679056,1
1018,0.9998180351868501,1
1019,0.9997275439616434,1
1020,0.99969625223029,1
1021,0.9999917850362995,1
1022,0.9999975705421048,1
1023,0.9999222336809874,1
1024,0.9992369313234513,1
1025,0.9994370871488182,1
1026,0.999768325718153,1
1027,0.9999538838873473,1
1028,0.9999905218163939,1
1029,0.9994017490121544,1
1030,0.996811058018697,1
1031,0.995521087066048,1
1032,0.9963313942126076,1
1033,0.9996825570074157,1
1034,0.9999190152159992,1
1035,0.9946166958148185,1
1036,0.9808268456634393,1
1037,0.9656693251214975,1
1038,0.9657117613644122,1
1039,0.9939610488133865,1
1040,0.9998061471237942,1
1041,0.9986512378069727,1
1042,0.9961312388800267,1
1043,0.9967941335294256,1
1044,0.9975685663487158,1
1045,0.9999984404511164,1
1046,0.9999999810150837,1
1047,0.9999789512651083,1
1048,0.9996705987731865,1
1049,0.9996092687605186,1
1050,0.9997660523286271,1
1051,0.9996636435228856,1
1052,0.9967944856308996,1
1053,0.7695609705147348,1
